ID,City,State,State Abbr,Population,School Districts,Elementary Schools,Elementary Enrollment,Median HH Income,College %,STEM %,COL Index,Metro Income,National Brand Count (Weighted),Local Provider Estimate,Demand Adjusted Market,CSI Score,Saturation Category,Brand Detail,Confidence,Last Updated
"790","Kirkland city","Washington","WA","95499","1","12","5280","135608","","14.1","110.04","76049","2","16","11015.542","0.0016195299","high_opportunity","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"510","O'Fallon city","Missouri","MO","95355","2","12","5280","104863","","14.7","90.99","58525","2","16","8518.103","0.0020943633","moderate","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"577","Greenville city","North Carolina","NC","95138","2","14","6160","47485","","14.9","88.08","59092","2","18","4500.1167","0.004550993","competitive","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"578","Asheville city","North Carolina","NC","94992","8","18","7920","63810","","14.9","95.65","59092","2","24","7775.003","0.003313182","moderate","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"442","Fall River city","Massachusetts","MA","94689","4","10","4400","52734","","10.9","109.43","85441","2","13","3569.6863","0.0042580776","competitive","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"122","Manteca city","California","CA","94292","1","13","5720","89966","","12.4","112.59","77196","2","17","7917.008","0.0024201062","moderate","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"123","Indio city","California","CA","94275","","12","5280","68436","","12.4","112.59","77196","2","16","5559.109","0.0032091474","moderate","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"124","Chino city","California","CA","94010","3","12","5280","99385","","12.4","112.59","77196","2","16","8073.12","0.0022098024","moderate","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"244","Norwalk city","Connecticut","CT","93661","2","14","6160","97879","","12.9","106.36","85411","2","18","9275.918","0.0022078678","moderate","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"125","Redding city","California","CA","93502","20","19","8360","67323","","12.4","103.71","77196","2","25","8658.773","0.0031274636","moderate","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"753","Lehi city","Utah","UT","93446","2","13","5720","117243","","17.4","94.91","60765","2","17","10317.384","0.0018570599","high_opportunity","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"465","Livonia city","Michigan","MI","93113","5","17","7480","92458","","18.2","93.59","58012","2","22","10639.782","0.0022970396","moderate","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"6","Hoover city","Alabama","AL","93013","1","11","4840","101765","","18.2","88.02","51697","2","15","7577.5786","0.002180116","moderate","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"635","Erie city","Pennsylvania","PA","92940","9","22","9680","43135","","13.9","90.7","65078","2","29","6423.797","0.004832033","competitive","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"126","Hemet city","California","CA","92912","1","12","5280","49901","","12.4","112.59","77196","2","16","4053.4966","0.0044011385","competitive","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"281","North Port city","Florida","FL","92875","","5","2200","78815","","10.9","101.59","65429","2","7","2667.5847","0.0032238902","moderate","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"754","Sandy city","Utah","UT","92840","2","19","8360","108165","","17.4","94.59","60765","2","25","13911.683","0.0019465653","high_opportunity","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"324","Roswell city","Georgia","GA","92227","1","12","5280","122924","","13.4","98.61","57396","2","16","9985.211","0.0017866422","high_opportunity","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"353","Champaign city","Illinois","IL","91961","4","11","4840","58273","","13.4","91.27","68044","2","15","4339.097","0.0038072437","competitive","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"532","Nashua city","New Hampshire","NH","91851","3","13","5720","88766","","14.7","108.2","75329","2","17","7811.408","0.0024528229","moderate","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"127","Mission Viejo city","California","CA","91601","2","13","5720","136570","","12.4","112.59","77196","2","17","12018.16","0.001594254","high_opportunity","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"717","Bryan city","Texas","TX","91541","3","17","7480","55234","","14.5","92.43","63767","2","22","6356.1587","0.0038450896","competitive","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"128","Carson city","California","CA","91358","1","14","6160","103045","","12.4","94.45","77196","2","18","9765.495","0.0020971799","moderate","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"537","Trenton city","New Jersey","NJ","91193","9","16","7040","44444","","9.7","100.76","77443","2","21","4813.627","0.0048030308","competitive","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"129","Compton city","California","CA","91129","6","21","9240","69728","","12.4","112.59","77196","2","28","9912.104","0.0029983546","moderate","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"130","South Gate city","California","CA","90805","4","17","7480","67188","","12.4","112.59","77196","2","22","7731.788","0.0031609763","moderate","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"131","Santa Monica city","California","CA","90729","1","8","3520","106797","","12.4","112.59","77196","2","11","5783.4683","0.0021717073","moderate","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"443","Newton city","Massachusetts","MA","90700","1","2","880","176373","","10.9","112.19","85441","2","3","2387.819","0.0019431958","high_opportunity","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"553","Santa Fe city","New Mexico","NM","90551","10","22","9680","67663","","12","94.93","53116","2","29","10076.582","0.0030804095","moderate","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"282","Deerfield Beach city","Florida","FL","90507","","3","1320","53741","","10.9","102.28","65429","2","4","1091.3557","0.0054610977","saturated","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"35","Fort Smith city","Arkansas","AR","90507","3","18","7920","50799","","17.7","85.83","53709","2","24","6189.6626","0.0041617774","competitive","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"538","Clifton city","New Jersey","NJ","90322","2","14","6160","94179","","9.7","108.76","77443","2","18","8925.271","0.0022946082","moderate","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"614","Lawton city","Oklahoma","OK","90027","5","19","8360","51561","","14.5","85.34","57916","2","25","6631.5376","0.0040835175","competitive","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"429","Frederick city","Maryland","MD","89537","1","19","8360","89981","","9.8","104.89","70781","2","25","11572.94","0.002339941","moderate","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"132","Westminster city","California","CA","89537","1","13","5720","80271","","12.4","112.59","77196","2","17","7063.848","0.0027124027","moderate","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"36","Springdale city","Arkansas","AR","89368","2","17","7480","59985","","17.7","90.85","53709","2","22","6902.889","0.0035405464","competitive","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"444","Lawrence city","Massachusetts","MA","89332","4","16","7040","53977","","10.9","92.18","85441","2","21","5846.1245","0.003954757","competitive","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"466","Troy city","Michigan","MI","89209","2","16","7040","115639","","18.2","93.59","58012","2","21","12524.593","0.0018459682","high_opportunity","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"660","Franklin city","Tennessee","TN","89142","2","14","6160","106592","","15.8","91.8","59107","2","18","10101.642","0.0020273933","moderate","Primrose Schools(1)|KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"245","Danbury city","Connecticut","CT","88692","1","14","6160","79983","","12.9","106.36","85411","1","18","7579.9272","0.0025699455","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"755","Ogden city","Utah","UT","88656","7","28","12320","66226","","17.4","94.89","60765","1","37","12552.374","0.0030241292","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"718","Mission city","Texas","TX","88574","4","35","15400","56421","","14.5","86.64","63767","1","46","13367.437","0.0035309687","competitive","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"354","Waukegan city","Illinois","IL","88570","2","16","7040","66077","","13.4","101.21","68044","1","21","7156.6475","0.0030908326","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"485","Bloomington city","Minnesota","MN","88344","4","14","6160","87381","","15.6","92.53","69539","1","18","8281.03","0.0023523644","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"133","Folsom city","California","CA","88091","","11","4840","134935","","12.4","112.59","77196","1","15","10047.468","0.0015446679","high_opportunity","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"486","Duluth city","Minnesota","MN","87986","4","15","6600","63545","","15.6","88.51","69539","1","20","6452.2617","0.003223676","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"283","Melbourne city","Florida","FL","87561","","10","4400","60917","","10.9","99.39","65429","1","13","4123.6123","0.0034435827","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"719","Leander city","Texas","TX","87511","1","13","5720","129684","","14.5","97.41","63767","1","17","11412.192","0.0015912806","high_opportunity","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"134","Mountain View city","California","CA","87316","2","10","4400","174156","","12.4","112.59","77196","1","13","11789.021","0.0012045105","high_opportunity","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"135","Santa Barbara city","California","CA","87291","10","20","8800","98346","","12.4","114","77196","1","26","13314.535","0.0020579014","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"136","Lake Forest city","California","CA","87159","2","7","3080","128358","","12.4","112.59","77196","1","9","6082.1943","0.0016836028","high_opportunity","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"137","Citrus Heights city","California","CA","86909","","9","3960","75022","","12.4","112.59","77196","1","12","4570.5713","0.0028180287","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"399","Sioux City city","Iowa","IA","86875","4","16","7040","64250","","19.6","87.75","61209","1","21","6958.769","0.0031787232","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"791","Kennewick city","Washington","WA","86728","2","17","7480","70429","","14.1","104.41","76049","1","22","8104.7524","0.0028921303","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"138","San Leandro city","California","CA","86571","1","11","4840","97141","","12.4","112.59","77196","1","15","7233.268","0.0021456415","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"626","Medford city","Oregon","OR","86301","2","15","6600","65647","","15.7","105.73","63669","1","20","6665.6953","0.0031204547","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"325","Warner Robins city","Georgia","GA","86199","","13","5720","63678","","13.4","92.58","57396","1","17","5603.664","0.0032407367","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"756","South Jordan city","Utah","UT","86156","5","10","4400","119822","","17.4","94.59","60765","1","13","8111.028","0.001750703","high_opportunity","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"284","Daytona Beach city","Florida","FL","86015","","6","2640","47608","","10.9","98.81","65429","1","8","1933.6172","0.004613116","competitive","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"720","Baytown city","Texas","TX","86004","1","16","7040","61158","","14.5","97.41","63767","1","21","6623.882","0.0033394315","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"139","San Ramon city","California","CA","85924","","12","5280","190829","","12.4","112.59","77196","1","16","15501.187","0.0010863685","high_opportunity","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"285","Homestead city","Florida","FL","85796","","24","10560","57739","","10.9","102.28","65429","1","32","9380.367","0.0034838724","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"140","Whittier city","California","CA","85589","9","28","12320","89686","","12.4","112.59","77196","1","37","16998.947","0.0022330796","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"579","Gastonia city","North Carolina","NC","85535","3","14","6160","58047","","14.9","96.79","59092","1","18","5501.0693","0.0035411296","competitive","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"792","Auburn city","Washington","WA","85513","2","20","8800","87406","","14.1","88.16","76049","1","26","11833.428","0.0023154744","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"560","New Rochelle city","New York","NY","85512","1","7","3080","100542","","8.3","107.56","77461","1","9","4764.144","0.0021493894","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"141","Livermore city","California","CA","84867","3","11","4840","152590","","12.4","112.59","77196","1","15","11362.086","0.0013659464","high_opportunity","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"286","Kissimmee city","Florida","FL","84756","1","29","12760","45319","","10.9","100.52","65429","1","38","8896.469","0.004415235","competitive","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"641","Cranston city","Rhode Island","RI","84448","2","15","6600","83123","","12.2","104.45","64466","1","20","8440.182","0.002464402","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"757","Layton city","Utah","UT","84348","3","13","5720","93453","","17.4","94.59","60765","1","17","8223.864","0.0022082077","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"467","Farmington Hills city","Michigan","MI","84173","1","7","3080","101728","","18.2","93.59","58012","1","9","4820.3423","0.0021243305","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"142","Rancho Cordova city","California","CA","84113","2","11","4840","85099","","12.4","112.59","77196","1","15","6336.6025","0.002449262","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"26","Queen Creek town","Arizona","AZ","83781","5","16","7040","127182","","13.1","99.99","59060","1","21","13774.789","0.0016058323","high_opportunity","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"7","Auburn city","Alabama","AL","83757","1","10","4400","55509","","18.2","88.16","51697","1","13","3757.5322","0.003779076","competitive","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"721","Longview city","Texas","TX","83668","4","13","5720","61003","","14.5","86.61","63767","1","17","5368.264","0.0033828442","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"143","Hawthorne city","California","CA","83633","3","11","4840","72298","","12.4","112.59","77196","1","15","5383.4204","0.0028829256","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"287","Doral city","Florida","FL","83625","","11","4840","83823","","10.9","102.28","65429","1","15","6241.5894","0.002486546","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"642","Warwick city","Rhode Island","RI","83554","2","13","5720","81009","","12.2","103.64","64466","1","17","7128.792","0.0025474161","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"288","Miami Beach city","Florida","FL","83251","","4","1760","65116","","10.9","102.28","65429","1","5","1763.1409","0.0035618255","competitive","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"233","Castle Rock town","Colorado","CO","83213","2","15","6600","135985","","12","102.26","76685","1","20","13807.708","0.001506405","high_opportunity","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"289","Boynton Beach city","Florida","FL","83095","1","13","5720","68875","","10.9","102.28","65429","1","17","6061","0.0029962054","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"144","Perris city","California","CA","83032","3","16","7040","78352","","12.4","112.59","77196","1","21","8486.124","0.002606608","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"145","Redwood City city","California","CA","82982","9","11","4840","145620","","12.4","112.59","77196","1","15","10843.089","0.0014313264","high_opportunity","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"146","Newport Beach city","California","CA","82970","1","6","2640","149471","","12.4","112.59","77196","1","8","6070.8223","0.0014693232","high_opportunity","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"487","Brooklyn Park city","Minnesota","MN","82893","7","17","7480","82271","","15.6","97.46","69539","1","22","9467.493","0.00247584","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"468","Westland city","Michigan","MI","82745","3","8","3520","59930","","18.2","93.59","58012","1","11","3245.44","0.0035619207","competitive","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"147","Buena Park city","California","CA","82611","2","10","4400","101586","","12.4","112.59","77196","1","13","6876.591","0.0020649768","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"37","Jonesboro city","Arkansas","AR","82384","4","15","6600","51124","","17.7","86.48","53709","1","20","5191.0522","0.004006895","competitive","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"290","Largo city","Florida","FL","82337","1","11","4840","56266","","10.9","102.28","65429","1","15","4189.653","0.0037043642","competitive","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"793","Redmond city","Washington","WA","82195","1","12","5280","155287","","14.1","110.04","76049","1","16","12614.082","0.0013350159","high_opportunity","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"445","Somerville city","Massachusetts","MA","82149","1","8","3520","120778","","10.9","109.43","85441","1","11","6540.5933","0.0017674238","high_opportunity","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"355","Cicero town","Illinois","IL","82090","2","11","4840","64325","","13.4","101.21","68044","1","15","4789.7383","0.0032402603","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"794","Pasco city","Washington","WA","81724","3","19","8360","75316","","14.1","110.04","76049","1","25","9686.796","0.0026923246","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"326","Johns Creek city","Georgia","GA","81167","","1","440","153882","","13.4","95.68","57396","1","1","1041.6628","0.0022272083","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"424","Lake Charles city","Louisiana","LA","81157","4","23","10120","54761","","15.5","89.54","55384","1","30","8525.866","0.0036782185","competitive","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"722","Pharr city","Texas","TX","81142","2","21","9240","45016","","14.5","97.41","63767","1","28","6399.1973","0.0044880626","competitive","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"234","Loveland city","Colorado","CO","81102","2","16","7040","81898","","12","98.22","76685","1","21","8870.184","0.0024937477","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"723","Mansfield city","Texas","TX","80803","1","14","6160","112465","","14.5","87.67","63767","1","18","10658.222","0.001827697","high_opportunity","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"488","Woodbury city","Minnesota","MN","80596","2","10","4400","125097","","15.6","97.46","69539","1","13","8468.1045","0.0016768805","high_opportunity","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"776","Lynchburg city","Virginia","VA","80301","4","14","6160","56243","","11.1","90.94","69562","1","18","5330.106","0.0036547116","competitive","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"148","Alhambra city","California","CA","80279","1","9","3960","80234","","12.4","112.59","77196","1","12","4888.102","0.0026349695","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"724","Flower Mound town","Texas","TX","79990","1","13","5720","154471","","14.5","97.41","63767","1","17","13593.448","0.0013359378","high_opportunity","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"381","Bloomington city","Indiana","IN","79986","4","16","7040","46543","","21.5","92.53","58671","1","21","5040.965","0.004388049","competitive","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"653","Rapid City city","South Dakota","SD","79894","1","14","6160","62784","","16.2","90.64","69752","1","18","5949.991","0.0032739544","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"149","Milpitas city","California","CA","79746","1","10","4400","166769","","12.4","112.59","77196","1","13","11288.979","0.0012578641","high_opportunity","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"469","Flint city","Michigan","MI","79735","18","19","8360","35451","","18.2","90.89","58012","1","25","4559.544","0.0057198703","saturated","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"150","Upland city","California","CA","79684","1","10","4400","93994","","12.4","112.59","77196","1","13","6362.671","0.0022317672","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"636","Bethlehem city","Pennsylvania","PA","79453","5","15","6600","62072","","13.9","98.07","65078","1","20","6302.6953","0.0033001753","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"598","Parma city","Ohio","OH","79350","5","8","3520","65848","","16.6","91.51","58236","1","11","3565.9226","0.003241798","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"356","Bloomington city","Illinois","IL","79232","4","11","4840","73119","","13.4","92.53","68044","1","15","5444.553","0.0028505553","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"418","Bowling Green city","Kentucky","KY","79076","2","17","7480","47118","","17.7","89.34","52629","1","22","5422.1943","0.004322973","competitive","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"151","Tustin city","California","CA","78863","1","10","4400","102065","","12.4","112.59","77196","1","13","6909.0156","0.0020552857","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"152","Alameda city","California","CA","78795","4","10","4400","129917","","12.4","112.59","77196","1","13","8794.382","0.0016146672","high_opportunity","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"725","Missouri City city","Texas","TX","78582","","15","6600","97211","","14.5","97.41","63767","1","20","9870.655","0.0021072563","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"470","Wyoming city","Michigan","MI","78559","3","10","4400","67234","","18.2","94.1","58012","1","13","4551.2246","0.0031200394","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"489","Plymouth city","Minnesota","MN","78551","2","11","4840","130131","","15.6","97.46","69539","1","15","9689.755","0.0016016918","high_opportunity","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"153","Lakewood city","California","CA","78494","","14","6160","113030","","12.4","112.59","77196","1","18","10711.766","0.001818561","high_opportunity","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"726","Cedar Park city","Texas","TX","78380","","12","5280","118903","","14.5","97.41","63767","1","16","9658.582","0.0017435271","high_opportunity","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"471","Rochester Hills city","Michigan","MI","78330","","10","4400","115968","","18.2","93.59","58012","1","13","7850.1416","0.0018088846","high_opportunity","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"235","Broomfield city","Colorado","CO","78323","","10","4400","117541","","12","102.26","76685","1","13","7956.6216","0.001784677","high_opportunity","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"327","Mableton city","Georgia","GA","78314","1","6","2640","79069","","13.4","95.68","57396","1","8","3211.4177","0.0027775895","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"518","Missoula city","Montana","MT","78204","7","13","5720","59783","","12.6","90.14","62086","1","17","5260.904","0.0034518782","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"808","Racine city","Wisconsin","WI","78057","2","16","7040","52766","","20.3","90.87","61831","1","21","5714.964","0.0038705408","competitive","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"490","Lakeville city","Minnesota","MN","77971","1","10","4400","129069","","15.6","97.46","69539","1","13","8736.979","0.0016252758","high_opportunity","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"590","Bismarck city","North Dakota","ND","77772","11","21","9240","76014","","17.1","91.06","71011","1","28","10805.683","0.0026578608","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"27","Flagstaff city","Arizona","AZ","77539","10","16","7040","65652","","13.1","95.49","59060","1","21","7110.6167","0.0031108414","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"154","Chino Hills city","California","CA","77418","","10","4400","117548","","12.4","112.59","77196","1","13","7957.095","0.0017845707","high_opportunity","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"155","Pittsburg city","California","CA","77131","1","9","3960","98408","","12.4","93.73","77196","1","12","5995.3184","0.002148343","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"357","Schaumburg village","Illinois","IL","77099","1","10","4400","92818","","13.4","101.21","68044","1","13","6283.0645","0.0022600435","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"643","Pawtucket city","Rhode Island","RI","76996","3","11","4840","62799","","12.2","104.45","64466","1","15","4676.1104","0.0033189978","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"156","Napa city","California","CA","76921","5","14","6160","100273","","12.4","112.96","77196","1","18","9502.795","0.0020499232","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"472","Southfield city","Michigan","MI","76874","7","11","4840","63980","","18.2","93.59","58012","1","15","4764.0493","0.0032577328","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"400","Ankeny city","Iowa","IA","76727","1","10","4400","101151","","19.6","88.35","61209","1","13","6847.1445","0.0020738572","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"401","Iowa City city","Iowa","IA","76710","2","14","6160","54879","","19.6","91.3","61209","1","18","5200.841","0.0037455484","competitive","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"28","Maricopa city","Arizona","AZ","76654","6","8","3520","88795","","13.1","99.99","59060","1","11","4808.591","0.0024040306","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"291","Lauderhill city","Florida","FL","76627","","6","2640","48523","","10.9","102.28","65429","1","8","1970.7803","0.004526126","competitive","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"795","Marysville city","Washington","WA","76209","2","12","5280","98288","","14.1","110.04","76049","1","16","7984.01","0.0021092158","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"382","Hammond city","Indiana","IN","76030","3","11","4840","52368","","21.5","89.26","58671","1","15","3899.4019","0.003980098","competitive","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"358","Evanston city","Illinois","IL","76006","3","11","4840","93188","","13.4","101.21","68044","1","15","6938.922","0.0022366587","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"580","Apex town","North Carolina","NC","75977","2","13","5720","129688","","14.9","94.01","59092","1","17","11412.544","0.0015912316","high_opportunity","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"637","Scranton city","Pennsylvania","PA","75905","3","11","4840","48776","","13.9","91.92","65078","1","15","3631.936","0.004273203","competitive","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"246","New Britain city","Connecticut","CT","75871","1","9","3960","53766","","12.9","106.36","85411","1","12","3275.59","0.0039321156","competitive","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"648","Rock Hill city","South Carolina","SC","75798","1","15","6600","60807","","16.4","93.34","54561","1","20","6174.249","0.0033688308","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"157","Bellflower city","California","CA","75716","3","6","2640","75379","","12.4","112.59","77196","1","8","3061.547","0.0029135596","moderate","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
"158","Pleasanton city","California","CA","75664","1","9","3960","181639","","12.4","112.59","77196","1","12","11066.007","0.0011639248","high_opportunity","KinderCare(1)","medium","2026-05-21T08:42:03.000Z"
