ID,City,State,State Abbr,Population,School Districts,Elementary Schools,Elementary Enrollment,Median HH Income,College %,STEM %,COL Index,Metro Income,National Brand Count (Weighted),Local Provider Estimate,Demand Adjusted Market,CSI Score,Saturation Category,Brand Detail,Confidence,Last Updated
"422","Shreveport city","Louisiana","LA","176578","2","33","14520","45967","","15.5","88.8","55384","7","44","10268.32","0.004923882","competitive","Code Ninjas(1)|Primrose Schools(1)|Goddard School(1)|KinderCare(3)","medium","2026-05-21T08:42:03.000Z"
"70","Garden Grove city","California","CA","172361","1","35","15400","86139","","12.4","112.59","77196","7","46","20408.316","0.0026067803","moderate","Code Ninjas(1)|Primrose Schools(1)|Goddard School(1)|KinderCare(3)","medium","2026-05-21T08:42:03.000Z"
"71","Oceanside city","California","CA","170941","6","22","9680","86701","","12.4","112.59","77196","7","29","12911.779","0.0027912497","moderate","Code Ninjas(1)|Primrose Schools(1)|Goddard School(1)|KinderCare(3)","medium","2026-05-21T08:42:03.000Z"
"223","Fort Collins city","Colorado","CO","170924","2","26","11440","78977","","12","98.22","76685","7","34","13899.952","0.0029726722","moderate","Code Ninjas(1)|Primrose Schools(1)|Goddard School(1)|KinderCare(3)","medium","2026-05-21T08:42:03.000Z"
"506","Springfield city","Missouri","MO","170596","2","37","16280","43450","","14.7","89.7","58525","7","49","10882.554","0.0051311487","saturated","Code Ninjas(1)|Primrose Schools(1)|Goddard School(1)|KinderCare(3)","medium","2026-05-21T08:42:03.000Z"
"659","Murfreesboro city","Tennessee","TN","168387","2","21","9240","70451","","15.8","96.54","59107","7","28","10014.881","0.003466841","moderate","Code Ninjas(1)|Primrose Schools(1)|Goddard School(1)|KinderCare(3)","medium","2026-05-21T08:42:03.000Z"
"21","Surprise city","Arizona","AZ","167564","6","19","8360","87756","","13.1","99.99","59060","7","25","11286.771","0.0028422654","moderate","Code Ninjas(1)|Primrose Schools(1)|Goddard School(1)|KinderCare(3)","medium","2026-05-21T08:42:03.000Z"
"72","Lancaster city","California","CA","167426","11","23","10120","71367","","12.4","96.6","77196","7","30","11111.293","0.003362345","moderate","Code Ninjas(1)|Primrose Schools(1)|Goddard School(1)|KinderCare(3)","medium","2026-05-21T08:42:03.000Z"
"690","Denton city","Texas","TX","165998","2","16","7040","71921","","14.5","97.41","63767","3","21","7789.5977","0.0030964373","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"73","Roseville city","California","CA","163304","5","23","10120","112265","","12.4","109.9","77196","3","30","17478.797","0.0019085982","high_opportunity","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"74","Palmdale city","California","CA","162536","5","25","11000","78414","","12.4","112.59","77196","3","33","13270.062","0.0027128737","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"75","Corona city","California","CA","161540","4","24","10560","103727","","12.4","112.59","77196","3","32","16851.648","0.0020579589","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"76","Salinas city","California","CA","160783","11","37","16280","84250","","12.4","113.08","77196","3","49","21101.385","0.002456711","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"691","Killeen city","Texas","TX","160616","1","21","9240","57086","","14.5","91.4","63767","3","28","8114.9946","0.0037855848","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"535","Paterson city","New Jersey","NJ","160463","7","33","14520","52092","","9.7","108.76","77443","3","44","11636.552","0.0040011853","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"771","Alexandria city","Virginia","VA","159102","1","39","17160","113179","","11.1","86.02","69562","3","51","29879.256","0.0018233386","high_opportunity","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"264","Hollywood city","Florida","FL","159073","","22","9680","61958","","10.9","102.28","65429","3","29","9226.976","0.003472427","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"77","Hayward city","California","CA","158440","11","24","10560","105371","","12.4","112.59","77196","3","32","17118.734","0.0020258506","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"644","Charleston city","South Carolina","SC","157665","1","21","9240","83891","","16.4","89.83","54561","3","28","11925.429","0.0025760082","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"319","Macon-Bibb County","Georgia","GA","157056","3","22","9680","48897","","13.4","90.17","57396","3","29","7281.8916","0.0043999557","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"224","Lakewood city","Colorado","CO","156868","","22","9680","82786","","12","102.26","76685","3","29","12328.746","0.0025988044","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"78","Sunnyvale city","California","CA","156792","7","13","5720","174506","","12.4","115.28","77196","3","17","15356.528","0.0013127967","high_opportunity","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"409","Kansas City city","Kansas","KS","156752","5","35","15400","56120","","17.2","91.98","61875","3","46","13296.123","0.0037003267","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"435","Springfield city","Massachusetts","MA","154888","8","34","14960","47677","","10.9","89.7","85441","3","45","10973.045","0.0043634195","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"782","Bellevue city","Washington","WA","154377","1","17","7480","149551","","14.1","114.02","76049","3","22","17209.87","0.0014782216","high_opportunity","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"347","Naperville city","Illinois","IL","153124","1","28","12320","143754","","13.4","105.71","68044","3","37","27246.912","0.0014665882","high_opportunity","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"348","Joliet city","Illinois","IL","151837","7","23","10120","84971","","13.4","101.21","68044","3","30","13229.331","0.0025216695","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"239","Bridgeport city","Connecticut","CT","151599","6","30","13200","54440","","12.9","106.36","85411","3","40","11055.508","0.0038532831","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"692","Mesquite city","Texas","TX","150140","1","30","13200","69649","","14.5","97.41","63767","3","40","14144.1045","0.0030118555","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"693","Pasadena city","Texas","TX","149617","1","25","11000","64698","","14.5","98.77","63767","3","33","10948.893","0.0032880038","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"410","Olathe city","Kansas","KS","149035","2","35","15400","108077","","17.2","89.61","61875","3","46","25605.936","0.0019214295","high_opportunity","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"79","Escondido city","California","CA","148847","11","21","9240","77554","","12.4","112.59","77196","3","28","11024.6","0.0027864957","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"320","Savannah city","Georgia","GA","148808","1","28","12320","54748","","13.4","96.13","57396","3","37","10376.852","0.003850879","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"694","McAllen city","Texas","TX","148782","2","27","11880","56326","","14.5","86.64","63767","3","36","10294.66","0.0037534023","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"265","Gainesville city","Florida","FL","148720","2","22","9680","43783","","10.9","96.28","65429","3","29","6520.2993","0.004913885","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"80","Pomona city","California","CA","147966","4","21","9240","73515","","12.4","112.59","77196","3","28","10450.44","0.002939589","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"349","Rockford city","Illinois","IL","147486","1","27","11880","50744","","13.4","90.68","68044","3","36","9274.441","0.0041662883","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"225","Thornton city","Colorado","CO","146689","2","21","9240","95064","","12","102.26","76685","3","28","13513.713","0.0022732464","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"695","Waco city","Texas","TX","146608","8","28","12320","47421","","14.5","92.86","63767","3","37","8988.104","0.004445877","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"81","Visalia city","California","CA","146271","9","31","13640","75658","","12.4","102.36","77196","3","41","15876.54","0.0027663459","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"558","Syracuse city","New York","NY","146097","8","26","11440","43584","","8.3","93.55","77461","3","34","7670.784","0.0048652133","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"645","Columbia city","South Carolina","SC","144788","7","43","18920","54095","","16.4","87.81","54561","3","57","15745.806","0.0037952964","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"696","Midland city","Texas","TX","143687","4","28","12320","90448","","14.5","88.2","63767","3","37","17143.375","0.0023309295","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"266","Miramar city","Florida","FL","143242","","15","6600","81812","","10.9","102.28","65429","3","20","8307.064","0.0027446519","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"267","Palm Bay city","Florida","FL","142023","","15","6600","62538","","10.9","99.39","65429","3","20","6350.012","0.0035905442","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"501","Jackson city","Mississippi","MS","141449","8","32","14080","42193","","16.8","91.49","46984","3","42","9139.653","0.00494986","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"268","Coral Springs city","Florida","FL","140808","","17","7480","87488","","10.9","102.28","65429","3","22","10067.85","0.0025268553","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"82","Victorville city","California","CA","140721","6","23","10120","65746","","12.4","112.59","77196","3","30","10236.146","0.003259039","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"536","Elizabeth city","New Jersey","NJ","140413","1","24","10560","59939","","9.7","89.63","77443","3","32","9737.782","0.003561386","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"83","Fullerton city","California","CA","140054","2","18","7920","99279","","12.4","112.59","77196","3","24","12096.765","0.002212162","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"338","Meridian city","Idaho","ID","139740","11","20","8800","93296","","17.5","91.8","57034","3","26","12630.843","0.0023276357","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"84","Torrance city","California","CA","139576","3","20","8800","109554","","12.4","112.59","77196","3","26","14831.926","0.0019822104","high_opportunity","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"240","Stamford city","Connecticut","CT","139134","2","14","6160","100718","","12.9","106.36","85411","3","18","9544.968","0.0022504006","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"748","West Valley City city","Utah","UT","138144","7","1","440","81719","","17.4","94.59","60765","3","1","553.1748","0.007809466","saturated","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"85","Orange city","California","CA","137941","5","17","7480","109335","","12.4","112.59","77196","3","22","12581.936","0.0020219465","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"397","Cedar Rapids city","Iowa","IA","137904","3","25","11000","66895","","19.6","89.96","61209","3","33","11320.692","0.0031800175","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"460","Warren city","Michigan","MI","137686","8","22","9680","61633","","18.2","86.49","58012","3","29","9178.576","0.0034907376","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"772","Hampton city","Virginia","VA","137596","4","20","8800","64430","","11.1","101.05","69562","3","26","8722.831","0.0033704655","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"241","New Haven city","Connecticut","CT","137562","9","29","12760","54305","","12.9","106.35","85411","3","38","10660.489","0.0038722425","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"86","Pasadena city","California","CA","137195","4","12","5280","97818","","12.4","98.77","77196","3","16","7945.8315","0.0023710546","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"783","Kent city","Washington","WA","136588","1","22","9680","86966","","14.1","110.04","76049","3","29","12951.244","0.0024738936","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"597","Dayton city","Ohio","OH","136346","29","45","19800","41443","","16.6","91.51","58236","3","59","12624.176","0.0049428972","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"589","Fargo city","North Dakota","ND","136285","2","20","8800","64432","","17.1","87.94","71011","3","26","8723.102","0.003370361","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"697","Lewisville city","Texas","TX","135983","3","15","6600","82006","","14.5","97.41","63767","3","20","8326.763","0.002738159","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"698","Carrollton city","Texas","TX","135456","3","21","9240","95380","","14.5","97.41","63767","3","28","13558.634","0.002265715","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"699","Round Rock city","Texas","TX","135359","2","26","11440","91888","","14.5","98.81","63767","3","34","16172.288","0.002307651","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"461","Sterling Heights city","Michigan","MI","134342","3","19","8360","75381","","18.2","93.59","58012","3","25","9695.156","0.0028962917","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"87","Santa Clara city","California","CA","133132","2","16","7040","165352","","12.4","115.28","77196","3","21","17908.893","0.0013468169","high_opportunity","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"611","Norman city","Oklahoma","OK","131010","5","21","9240","62849","","14.5","88.81","57916","3","28","8934.228","0.003438462","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"507","Columbia city","Missouri","MO","130900","2","22","9680","60455","","14.7","87.81","58525","3","29","9003.145","0.0035587566","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"700","Abilene city","Texas","TX","130501","3","17","7480","59254","","14.5","91.53","63767","3","22","6818.768","0.0037308792","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"701","Pearland city","Texas","TX","129620","1","17","7480","111123","","14.5","97.41","63767","3","22","12787.693","0.0019894128","high_opportunity","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"321","Athens-Clarke County unified government (balance)","Georgia","GA","128691","2","13","5720","47798","","13.4","95.68","57396","3","17","4206.224","0.0047928975","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"702","College Station city","Texas","TX","128023","1","11","4840","52397","","14.5","92.43","63767","3","15","3901.5613","0.00449051","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"88","Clovis city","California","CA","127993","5","20","8800","98554","","12.4","112.59","77196","3","26","13342.695","0.0022034529","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"269","West Palm Beach city","Florida","FL","127744","1","28","12320","64044","","10.9","111.92","65429","3","37","12138.801","0.003291923","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"633","Allentown city","Pennsylvania","PA","127138","8","19","8360","52449","","13.9","98.07","65078","3","25","6745.7485","0.004162622","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"646","North Charleston city","South Carolina","SC","126005","","16","7040","58534","","16.4","99.11","54561","3","21","6339.6826","0.0038046069","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"89","Simi Valley city","California","CA","125778","14","19","8360","112144","","12.4","112.59","77196","3","25","14423.443","0.0019468305","high_opportunity","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"411","Topeka city","Kansas","KS","125467","4","25","11000","54052","","17.2","87.34","61875","3","33","9147.262","0.003935604","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"574","Wilmington city","North Carolina","NC","125284","9","28","12320","58908","","14.9","96.01","59092","3","37","11165.332","0.0035789353","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"270","Lakeland city","Florida","FL","124990","","33","14520","58290","","10.9","96.15","65429","3","44","13021.089","0.0035757378","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"90","Thousand Oaks city","California","CA","124229","6","11","4840","125399","","12.4","114.44","77196","3","15","9337.402","0.0018763248","high_opportunity","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"91","Concord city","California","CA","124016","4","15","6600","107789","","12.4","96.79","77196","3","20","10944.7295","0.0020831944","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"484","Rochester city","Minnesota","MN","123624","6","20","8800","83973","","15.6","92.01","69539","3","26","11368.652","0.0025860586","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"92","Vallejo city","California","CA","123475","7","16","7040","86112","","12.4","112.59","77196","3","21","9326.592","0.0025861536","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"462","Ann Arbor city","Michigan","MI","122925","6","22","9680","78546","","18.2","97.88","58012","3","29","11697.312","0.002739091","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"612","Broken Arrow city","Oklahoma","OK","122756","1","22","9680","82547","","14.5","88.81","57916","3","29","12293.153","0.0026063288","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"93","Fairfield city","California","CA","122646","3","16","7040","98857","","12.4","112.59","77196","3","21","10706.974","0.0022527375","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"423","Lafayette city","Louisiana","LA","122280","5","14","6160","58850","","15.5","89.81","55384","3","18","5577.1694","0.0038514163","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"242","Hartford city","Connecticut","CT","122129","10","23","10120","41841","","12.9","105.07","85411","3","30","6514.322","0.0051210243","saturated","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"226","Arvada city","Colorado","CO","121873","","20","8800","106014","","12","102.26","76685","3","26","14352.665","0.0020484002","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"94","Berkeley city","California","CA","121749","1","11","4840","104716","","12.4","112.59","77196","3","15","7797.3145","0.0022469275","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"508","Independence city","Missouri","MO","121629","2","24","10560","57415","","14.7","90.99","58525","3","32","9327.7295","0.0037179466","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"517","Billings city","Montana","MT","121483","12","30","13200","69692","","12.6","91.67","62086","3","40","14152.837","0.0030099973","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"436","Cambridge city","Massachusetts","MA","121186","4","11","4840","121539","","10.9","112.19","85441","3","15","9049.98","0.0019359157","high_opportunity","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"437","Lowell city","Massachusetts","MA","120418","4","16","7040","73008","","10.9","109.43","85441","3","21","7907.328","0.003050335","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"703","Odessa city","Texas","TX","119748","2","30","13200","71293","","14.5","94.05","63767","3","40","14477.963","0.0029424028","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"575","High Point city","North Carolina","NC","118601","1","14","6160","58582","","14.9","92.45","59092","3","18","5551.771","0.0038690355","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"704","League City city","Texas","TX","118456","1","13","5720","117316","","14.5","97.41","63767","3","17","10323.808","0.0019527678","high_opportunity","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"95","Antioch city","California","CA","118453","4","16","7040","90709","","12.4","112.59","77196","3","21","9824.482","0.002455091","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"705","Richardson city","Texas","TX","118221","5","20","8800","94362","","14.5","97.41","63767","3","26","12775.163","0.0023013405","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"22","Goodyear city","Arizona","AZ","118186","4","16","7040","97307","","13.1","99.99","59060","3","21","10539.097","0.0022886212","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"271","Pompano Beach city","Florida","FL","118104","","14","6160","61155","","10.9","102.28","65429","3","18","5795.6123","0.003706252","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"339","Nampa city","Idaho","ID","117350","8","19","8360","67346","","17.5","91.8","57034","3","25","8661.731","0.0032418459","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"96","Menifee city","California","CA","117041","3","8","3520","87871","","12.4","112.59","77196","3","11","4758.5527","0.002849606","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"551","Las Cruces city","New Mexico","NM","116998","8","27","11880","51013","","12","86.76","53116","3","36","9323.606","0.004144319","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"272","Clearwater city","Florida","FL","116811","","14","6160","59358","","10.9","99.86","65429","3","18","5625.312","0.003818455","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"749","West Jordan city","Utah","UT","116688","5","18","7920","99002","","17.4","94.59","60765","3","24","12063.013","0.0022183512","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"706","New Braunfels city","Texas","TX","116477","2","16","7040","85827","","14.5","95.01","63767","3","21","9295.725","0.0025947413","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"531","Manchester city","New Hampshire","NH","116386","6","16","7040","74040","","14.7","108.2","75329","3","21","8019.1016","0.0030078182","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"273","Miami Gardens city","Florida","FL","116173","","16","7040","56071","","10.9","102.28","65429","3","21","6072.9204","0.00397173","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"243","Waterbury city","Connecticut","CT","115908","2","22","9680","51451","","12.9","102.47","85411","3","29","7662.241","0.0041815443","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"750","Provo city","Utah","UT","115479","4","14","6160","57943","","17.4","94.91","60765","3","18","5491.2134","0.003911704","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"377","Evansville city","Indiana","IN","115395","3","23","10120","49853","","21.5","89.47","58671","3","30","7761.7285","0.004298012","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"97","Richmond city","California","CA","115353","12","21","9240","86618","","12.4","97.63","77196","3","28","12313.082","0.0024949075","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"227","Westminster city","Colorado","CO","115302","3","16","7040","90651","","12","102.26","76685","3","21","9818.2","0.002456662","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"350","Elgin city","Illinois","IL","114701","2","18","7920","85998","","13.4","101.21","68044","3","24","10478.525","0.0025537945","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"707","Conroe city","Texas","TX","114581","1","18","7920","71630","","14.5","97.41","63767","3","24","8727.84","0.0030660508","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"228","Greeley city","Colorado","CO","114363","4","15","6600","65525","","12","94.87","76685","3","20","6653.3076","0.0034268668","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"463","Lansing city","Michigan","MI","114336","11","23","10120","50747","","18.2","94.02","58012","3","30","7900.9175","0.0042222943","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"23","Buckeye city","Arizona","AZ","114334","5","20","8800","94188","","13.1","99.99","59060","3","26","12751.606","0.002305592","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"5","Tuscaloosa city","Alabama","AL","114288","2","15","6600","47257","","18.2","87.22","51697","3","20","4798.4033","0.004751581","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"708","Allen city","Texas","TX","113746","2","15","6600","121259","","14.5","97.41","63767","3","20","12312.452","0.0018517838","high_opportunity","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"98","Carlsbad city","California","CA","113575","1","15","6600","134139","","12.4","114.63","77196","3","20","13620.268","0.001673976","high_opportunity","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"784","Everett city","Washington","WA","113011","3","22","9680","77806","","14.1","110.04","76049","3","29","11587.109","0.002765142","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"351","Springfield city","Illinois","IL","112949","4","21","9240","62419","","13.4","89.7","68044","3","28","8873.101","0.0034621493","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"709","Beaumont city","Texas","TX","112893","3","19","8360","53745","","14.5","91.08","63767","3","25","6912.4336","0.004062245","competitive","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"99","Murrieta city","California","CA","112539","3","13","5720","106925","","12.4","112.59","77196","3","17","9409.4","0.0021425383","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"552","Rio Rancho city","New Mexico","NM","112524","4","14","6160","78978","","12","90.93","53116","3","18","7484.684","0.0028698605","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"100","Temecula city","California","CA","112431","8","15","6600","111881","","12.4","112.59","77196","3","20","11360.225","0.0020070025","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"576","Concord city","North Carolina","NC","112395","3","15","6600","83480","","14.9","96.79","59092","3","20","8476.431","0.0026898114","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
"710","Tyler city","Texas","TX","112219","4","22","9680","63056","","14.5","92.05","63767","3","29","9390.493","0.0034119613","moderate","Primrose Schools(1)|KinderCare(2)","medium","2026-05-21T08:42:03.000Z"
